.text,00400630,_start,B0,T,31ED,xor,xor_11,ebp,ebp,1,1,N,,xor,S
.text,004007B0,function_1,B16,T,E832070000,call,call_70,_1_function_1_function_1_split_10,,7,0,J,.CODE,call.CODE,C
.text,004007B5,function_1,B16,T,90,nop,nop_00,,,0,0,N,,nop,C
.text,004007B6,function_1,B16,T,C9,leave,leave_00,,,0,0,N,,leave,C
.text,004007B7,function_1,B16,T,C3,retn,retn_00,,,0,0,N,,retn,C
.text,004007B8,main,B17,T,55,push,push_10,rbp,,1,0,N,,push,S
.text,004007B9,main,B17,T,4889E5,mov,mov_11,rbp,rsp,1,1,N,,mov,C
.text,004007BC,main,B17,T,4883EC50,sub,sub_15,rsp,50h,1,5,N,,sub,C
.text,004007C0,main,B17,T,897DCC,mov,mov_41,[rbp+var_34],edi,4,1,N,,mov,C
.text,004007C3,main,B17,T,488975C0,mov,mov_41,[rbp+var_40],rsi,4,1,N,,mov,C
.text,004007C7,main,B17,T,488955B8,mov,mov_41,[rbp+var_48],rdx,4,1,N,,mov,C
.text,004007CB,main,B17,T,E89D030000,call,call_70,megaInit,,7,0,J,.CODE,call.CODE,C
.text,004007D0,main,B17,T,8B45CC,mov,mov_14,eax,[rbp+var_34],1,4,N,,mov,C
.text,004007D3,main,B17,T,8905F70D2000,mov,mov_21,cs:_global_argc,eax,2,1,N,_w.BSS,mov_w.BSS,C
.text,004007D9,main,B17,T,488B45C0,mov,mov_14,rax,[rbp+var_40],1,4,N,,mov,C
.text,004007DD,main,B17,T,488905E40D2000,mov,mov_21,cs:_global_argv,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,004007E4,main,B17,T,488B45B8,mov,mov_14,rax,[rbp+var_48],1,4,N,,mov,C
.text,004007E8,main,B17,T,488905E90D2000,mov,mov_21,cs:_global_envp,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,004007EF,main,B17,T,C745F401000000,mov,mov_45,[rbp+var_C],1,4,5,N,,mov,C
.text,004007F6,main,B17,T,837DCC05,cmp,cmp_45,[rbp+var_34],5,4,5,N,,cmp,C
.text,004007FA,main,B17,T,741E,jz,jz_70,loc_40081A,,7,0,J,.CODE,jz.CODE,C
.text,004007FC,main,B18,T,BE04000000,mov,mov_15,esi,4,1,5,N,,mov,C
.text,00400801,main,B18,T,BFF80F4000,mov,mov_15,edi,offset format,1,5,N,_r.DATA,mov_r.DATA,C
.text,00400806,main,B18,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,0040080B,main,B18,T,E8B0FDFFFF,call,call_70,_printf,,7,0,J,.CODE,call.CODE,C
.text,00400810,main,B18,T,BFFFFFFFFF,mov,mov_15,edi,0FFFFFFFFh,1,5,N,,mov,C
.text,00400815,main,B18,T,E806FEFFFF,call,call_70,_exit,,7,0,J,.CODE,call.CODE,C
.text,0040081A,main,B19,T,C745FC00000000,mov,mov_45,[rbp+var_4],0,4,5,N,,mov,C
.text,00400821,main,B19,T,EB49,jmp,jmp_70,loc_40086C,,7,0,J,.CODE,jmp.CODE,C
.text,00400823,main,B20,T,8B45FC,mov,mov_14,eax,[rbp+var_4],1,4,N,,mov,C
.text,00400826,main,B20,T,4898,cdqe,cdqe_10,,,1,0,N,,cdqe,C
.text,00400828,main,B20,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
.text,0040082C,main,B20,T,488D14C500000000,lea,lea_12,rdx,ds:0[rax*8],1,2,N,,lea,C
.text,00400834,main,B20,T,488B45C0,mov,mov_14,rax,[rbp+var_40],1,4,N,,mov,C
.text,00400838,main,B20,T,4801D0,add,add_11,rax,rdx,1,1,N,,add,C
.text,0040083B,main,B20,T,488B00,mov,mov_13,rax,[rax],1,3,N,,mov,C
.text,0040083E,main,B20,T,BA0A000000,mov,mov_15,edx,0Ah,1,5,N,,mov,C
.text,00400843,main,B20,T,BE00000000,mov,mov_15,esi,0,1,5,N,,mov,C
.text,00400848,main,B20,T,4889C7,mov,mov_11,rdi,rax,1,1,N,,mov,C
.text,0040084B,main,B20,T,E8B0FDFFFF,call,call_70,_strtoul,,7,0,J,.CODE,call.CODE,C
.text,00400850,main,B20,T,488945E8,mov,mov_41,[rbp+var_18],rax,4,1,N,,mov,C
.text,00400854,main,B20,T,488B45E8,mov,mov_14,rax,[rbp+var_18],1,4,N,,mov,C
.text,00400858,main,B20,T,8845E7,mov,mov_41,[rbp+var_19],al,4,1,N,,mov,C
.text,0040085B,main,B20,T,8B45FC,mov,mov_14,eax,[rbp+var_4],1,4,N,,mov,C
.text,0040085E,main,B20,T,4898,cdqe,cdqe_10,,,1,0,N,,cdqe,C
.text,00400860,main,B20,T,0FB655E7,movzx,movzx_14,edx,[rbp+var_19],1,4,N,,movzx,C
.text,00400864,main,B20,T,885405E0,mov,mov_41,[rbp+rax+var_20],dl,4,1,N,,mov,C
.text,00400868,main,B20,T,8345FC01,add,add_45,[rbp+var_4],1,4,5,N,,add,C
.text,0040086C,main,B21,T,837DFC03,cmp,cmp_45,[rbp+var_4],3,4,5,N,,cmp,C
.text,00400870,main,B21,T,7EB1,jle,jle_70,loc_400823,,7,0,J,.CODE,jle.CODE,C
.text,00400872,main,B22,T,488D55D0,lea,lea_14,rdx,[rbp+var_30],1,4,N,,lea,C
.text,00400876,main,B22,T,488D45E0,lea,lea_14,rax,[rbp+var_20],1,4,N,,lea,C
.text,0040087A,main,B22,T,4889D6,mov,mov_11,rsi,rdx,1,1,N,,mov,C
.text,0040087D,main,B22,T,4889C7,mov,mov_11,rdi,rax,1,1,N,,mov,C
.text,00400880,main,B22,T,E8A1FEFFFF,call,call_70,function_1,,7,0,J,.CODE,call.CODE,C
.text,00400885,main,B22,T,0FB645D1,movzx,movzx_14,eax,[rbp+var_2F],1,4,N,,movzx,C
.text,00400889,main,B22,T,3C53,cmp,cmp_15,al,53h,1,5,N,,cmp,C
.text,0040088B,main,B22,T,750A,jnz,jnz_70,loc_400897,,7,0,J,.CODE,jnz.CODE,C
.text,0040088D,main,B23,T,BF1D104000,mov,mov_15,edi,offset s,1,5,N,_r.DATA,mov_r.DATA,C
.text,00400892,main,B23,T,E819FDFFFF,call,call_70,_puts,,7,0,J,.CODE,call.CODE,C
.text,00400897,main,B24,T,C745F800000000,mov,mov_45,[rbp+var_8],0,4,5,N,,mov,C
.text,0040089E,main,B24,T,EB22,jmp,jmp_70,loc_4008C2,,7,0,J,.CODE,jmp.CODE,C
.text,004008A0,main,B25,T,8B45F8,mov,mov_14,eax,[rbp+var_8],1,4,N,,mov,C
.text,004008A3,main,B25,T,4898,cdqe,cdqe_10,,,1,0,N,,cdqe,C
.text,004008A5,main,B25,T,0FB64405D0,movzx,movzx_14,eax,[rbp+rax+var_30],1,4,N,,movzx,C
.text,004008AA,main,B25,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,004008AD,main,B25,T,89C6,mov,mov_11,esi,eax,1,1,N,,mov,C
.text,004008AF,main,B25,T,BF26104000,mov,mov_15,edi,offset aU,1,5,N,_r.DATA,mov_r.DATA,C
.text,004008B4,main,B25,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,004008B9,main,B25,T,E802FDFFFF,call,call_70,_printf,,7,0,J,.CODE,call.CODE,C
.text,004008BE,main,B25,T,8345F801,add,add_45,[rbp+var_8],1,4,5,N,,add,C
.text,004008C2,main,B26,T,837DF803,cmp,cmp_45,[rbp+var_8],3,4,5,N,,cmp,C
.text,004008C6,main,B26,T,7ED8,jle,jle_70,loc_4008A0,,7,0,J,.CODE,jle.CODE,C
.text,004008C8,main,B27,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,004008CD,main,B27,T,C9,leave,leave_00,,,0,0,N,,leave,C
.text,004008CE,main,B27,T,C3,retn,retn_00,,,0,0,N,,retn,C
.text,004008CF,_1_function_1_function_1_split_1,B28,T,55,push,push_10,rbp,,1,0,N,,push,S
.text,004008D0,_1_function_1_function_1_split_1,B28,T,4889E5,mov,mov_11,rbp,rsp,1,1,N,,mov,C
.text,004008D3,_1_function_1_function_1_split_1,B28,T,4883EC30,sub,sub_15,rsp,30h,1,5,N,,sub,C
.text,004008D7,_1_function_1_function_1_split_1,B28,T,48897DF8,mov,mov_41,[rbp+var_8],rdi,4,1,N,,mov,C
.text,004008DB,_1_function_1_function_1_split_1,B28,T,488975F0,mov,mov_41,[rbp+var_10],rsi,4,1,N,,mov,C
.text,004008DF,_1_function_1_function_1_split_1,B28,T,488955E8,mov,mov_41,[rbp+var_18],rdx,4,1,N,,mov,C
.text,004008E3,_1_function_1_function_1_split_1,B28,T,48894DE0,mov,mov_41,[rbp+s1],rcx,4,1,N,,mov,C
.text,004008E7,_1_function_1_function_1_split_1,B28,T,4C8945D8,mov,mov_41,[rbp+var_28],r8,4,1,N,,mov,C
.text,004008EB,_1_function_1_function_1_split_1,B28,T,4C894DD0,mov,mov_41,[rbp+var_30],r9,4,1,N,,mov,C
.text,004008EF,_1_function_1_function_1_split_1,B28,T,488B45E0,mov,mov_14,rax,[rbp+s1],1,4,N,,mov,C
.text,004008F3,_1_function_1_function_1_split_1,B28,T,C60000,mov,mov_35,byte ptr [rax],0,3,5,N,,mov,C
.text,004008F6,_1_function_1_function_1_split_1,B28,T,488B45D8,mov,mov_14,rax,[rbp+var_28],1,4,N,,mov,C
.text,004008FA,_1_function_1_function_1_split_1,B28,T,C70001000000,mov,mov_35,dword ptr [rax],1,3,5,N,,mov,C
.text,00400900,_1_function_1_function_1_split_1,B28,T,EB1F,jmp,jmp_70,loc_400921,,7,0,J,.CODE,jmp.CODE,C
.text,00400902,_1_function_1_function_1_split_1,B29,T,488B45D8,mov,mov_14,rax,[rbp+var_28],1,4,N,,mov,C
.text,00400906,_1_function_1_function_1_split_1,B29,T,8B10,mov,mov_13,edx,[rax],1,3,N,,mov,C
.text,00400908,_1_function_1_function_1_split_1,B29,T,488B45E0,mov,mov_14,rax,[rbp+s1],1,4,N,,mov,C
.text,0040090C,_1_function_1_function_1_split_1,B29,T,89D2,mov,mov_11,edx,edx,1,1,N,,mov,C
.text,0040090E,_1_function_1_function_1_split_1,B29,T,C6041000,mov,mov_35,byte ptr [rax+rdx],0,3,5,N,,mov,C
.text,00400912,_1_function_1_function_1_split_1,B29,T,488B45D8,mov,mov_14,rax,[rbp+var_28],1,4,N,,mov,C
.text,00400916,_1_function_1_function_1_split_1,B29,T,8B00,mov,mov_13,eax,[rax],1,3,N,,mov,C
.text,00400918,_1_function_1_function_1_split_1,B29,T,8D5001,lea,lea_14,edx,[rax+1],1,4,N,,lea,C
.text,0040091B,_1_function_1_function_1_split_1,B29,T,488B45D8,mov,mov_14,rax,[rbp+var_28],1,4,N,,mov,C
.text,0040091F,_1_function_1_function_1_split_1,B29,T,8910,mov,mov_31,[rax],edx,3,1,N,,mov,C
.text,00400921,_1_function_1_function_1_split_1,B30,T,488B45D8,mov,mov_14,rax,[rbp+var_28],1,4,N,,mov,C
.text,00400925,_1_function_1_function_1_split_1,B30,T,8B00,mov,mov_13,eax,[rax],1,3,N,,mov,C
.text,00400927,_1_function_1_function_1_split_1,B30,T,83F863,cmp,cmp_15,eax,63h,1,5,N,,cmp,C
.text,0040092A,_1_function_1_function_1_split_1,B30,T,76D6,jbe,jbe_70,loc_400902,,7,0,J,.CODE,jbe.CODE,C
.text,0040092C,_1_function_1_function_1_split_1,B31,T,488B45D0,mov,mov_14,rax,[rbp+var_30],1,4,N,,mov,C
.text,00400930,_1_function_1_function_1_split_1,B31,T,C70000000000,mov,mov_35,dword ptr [rax],0,3,5,N,,mov,C
.text,00400936,_1_function_1_function_1_split_1,B31,T,488B45F8,mov,mov_14,rax,[rbp+var_8],1,4,N,,mov,C
.text,0040093A,_1_function_1_function_1_split_1,B31,T,488B00,mov,mov_13,rax,[rax],1,3,N,,mov,C
.text,0040093D,_1_function_1_function_1_split_1,B31,T,4883C002,add,add_15,rax,2,1,5,N,,add,C
.text,00400941,_1_function_1_function_1_split_1,B31,T,0FB600,movzx,movzx_13,eax,byte ptr [rax],1,3,N,,movzx,C
.text,00400944,_1_function_1_function_1_split_1,B31,T,BACFFFFFFF,mov,mov_15,edx,0FFFFFFCFh,1,5,N,,mov,C
.text,00400949,_1_function_1_function_1_split_1,B31,T,0FAFC2,imul,imul_11,eax,edx,1,1,N,,imul,C
.text,0040094C,_1_function_1_function_1_split_1,B31,T,8D50C5,lea,lea_14,edx,[rax-3Bh],1,4,N,,lea,C
.text,0040094F,_1_function_1_function_1_split_1,B31,T,488B45F0,mov,mov_14,rax,[rbp+var_10],1,4,N,,mov,C
.text,00400953,_1_function_1_function_1_split_1,B31,T,8810,mov,mov_31,[rax],dl,3,1,N,,mov,C
.text,00400955,_1_function_1_function_1_split_1,B31,T,488B45F8,mov,mov_14,rax,[rbp+var_8],1,4,N,,mov,C
.text,00400959,_1_function_1_function_1_split_1,B31,T,488B00,mov,mov_13,rax,[rax],1,3,N,,mov,C
.text,0040095C,_1_function_1_function_1_split_1,B31,T,0FB608,movzx,movzx_13,ecx,byte ptr [rax],1,3,N,,movzx,C
.text,0040095F,_1_function_1_function_1_split_1,B31,T,488B45F0,mov,mov_14,rax,[rbp+var_10],1,4,N,,mov,C
.text,00400963,_1_function_1_function_1_split_1,B31,T,0FB630,movzx,movzx_13,esi,byte ptr [rax],1,3,N,,movzx,C
.text,00400966,_1_function_1_function_1_split_1,B31,T,488B45F8,mov,mov_14,rax,[rbp+var_8],1,4,N,,mov,C
.text,0040096A,_1_function_1_function_1_split_1,B31,T,488B00,mov,mov_13,rax,[rax],1,3,N,,mov,C
.text,0040096D,_1_function_1_function_1_split_1,B31,T,4883C003,add,add_15,rax,3,1,5,N,,add,C
.text,00400971,_1_function_1_function_1_split_1,B31,T,0FB610,movzx,movzx_13,edx,byte ptr [rax],1,3,N,,movzx,C
.text,00400974,_1_function_1_function_1_split_1,B31,T,89F0,mov,mov_11,eax,esi,1,1,N,,mov,C
.text,00400976,_1_function_1_function_1_split_1,B31,T,0FAFC2,imul,imul_11,eax,edx,1,1,N,,imul,C
.text,00400979,_1_function_1_function_1_split_1,B31,T,89C2,mov,mov_11,edx,eax,1,1,N,,mov,C
.text,0040097B,_1_function_1_function_1_split_1,B31,T,89C8,mov,mov_11,eax,ecx,1,1,N,,mov,C
.text,0040097D,_1_function_1_function_1_split_1,B31,T,0FAFC2,imul,imul_11,eax,edx,1,1,N,,imul,C
.text,00400980,_1_function_1_function_1_split_1,B31,T,89C2,mov,mov_11,edx,eax,1,1,N,,mov,C
.text,00400982,_1_function_1_function_1_split_1,B31,T,488B45F0,mov,mov_14,rax,[rbp+var_10],1,4,N,,mov,C
.text,00400986,_1_function_1_function_1_split_1,B31,T,885001,mov,mov_41,[rax+1],dl,4,1,N,,mov,C
.text,00400989,_1_function_1_function_1_split_1,B31,T,488B45F8,mov,mov_14,rax,[rbp+var_8],1,4,N,,mov,C
.text,0040098D,_1_function_1_function_1_split_1,B31,T,488B00,mov,mov_13,rax,[rax],1,3,N,,mov,C
.text,00400990,_1_function_1_function_1_split_1,B31,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
.text,00400994,_1_function_1_function_1_split_1,B31,T,0FB610,movzx,movzx_13,edx,byte ptr [rax],1,3,N,,movzx,C
.text,00400997,_1_function_1_function_1_split_1,B31,T,488B45F0,mov,mov_14,rax,[rbp+var_10],1,4,N,,mov,C
.text,0040099B,_1_function_1_function_1_split_1,B31,T,0FB64001,movzx,movzx_14,eax,byte ptr [rax+1],1,4,N,,movzx,C
.text,0040099F,_1_function_1_function_1_split_1,B31,T,01D0,add,add_11,eax,edx,1,1,N,,add,C
.text,004009A1,_1_function_1_function_1_split_1,B31,T,8D503E,lea,lea_14,edx,[rax+3Eh],1,4,N,,lea,C
.text,004009A4,_1_function_1_function_1_split_1,B31,T,488B45F0,mov,mov_14,rax,[rbp+var_10],1,4,N,,mov,C
.text,004009A8,_1_function_1_function_1_split_1,B31,T,885002,mov,mov_41,[rax+2],dl,4,1,N,,mov,C
.text,004009AB,_1_function_1_function_1_split_1,B31,T,488B45F8,mov,mov_14,rax,[rbp+var_8],1,4,N,,mov,C
.text,004009AF,_1_function_1_function_1_split_1,B31,T,488B00,mov,mov_13,rax,[rax],1,3,N,,mov,C
.text,004009B2,_1_function_1_function_1_split_1,B31,T,4883C002,add,add_15,rax,2,1,5,N,,add,C
.text,004009B6,_1_function_1_function_1_split_1,B31,T,0FB610,movzx,movzx_13,edx,byte ptr [rax],1,3,N,,movzx,C
.text,004009B9,_1_function_1_function_1_split_1,B31,T,488B45F8,mov,mov_14,rax,[rbp+var_8],1,4,N,,mov,C
.text,004009BD,_1_function_1_function_1_split_1,B31,T,488B00,mov,mov_13,rax,[rax],1,3,N,,mov,C
.text,004009C0,_1_function_1_function_1_split_1,B31,T,0FB600,movzx,movzx_13,eax,byte ptr [rax],1,3,N,,movzx,C
.text,004009C3,_1_function_1_function_1_split_1,B31,T,01D0,add,add_11,eax,edx,1,1,N,,add,C
.text,004009C5,_1_function_1_function_1_split_1,B31,T,8D50C4,lea,lea_14,edx,[rax-3Ch],1,4,N,,lea,C
.text,004009C8,_1_function_1_function_1_split_1,B31,T,488B45F0,mov,mov_14,rax,[rbp+var_10],1,4,N,,mov,C
.text,004009CC,_1_function_1_function_1_split_1,B31,T,885003,mov,mov_41,[rax+3],dl,4,1,N,,mov,C
