.text,00400675,deregister_tm_clones,B2,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,0040067A,deregister_tm_clones,B2,T,4885C0,test,test_11,rax,rax,1,1,N,,test,C
.text,0040067D,deregister_tm_clones,B2,T,7411,jz,jz_70,loc_400690,,7,0,J,.CODE,jz.CODE,C
.text,0040067F,deregister_tm_clones,B3,T,5D,pop,pop_10,rbp,,1,0,N,,pop,C
.text,00400680,deregister_tm_clones,B3,T,BF301A6000,mov,mov_15,edi,offset __bss_start,1,5,N,_r.BSS,mov_r.BSS,C
.text,00400685,deregister_tm_clones,B3,T,FFE0,jmp,jmp_10,rax,,1,0,J,,jmp,C
.text,00400690,deregister_tm_clones,B4,T,5D,pop,pop_10,rbp,,1,0,N,,pop,C
.text,00400691,deregister_tm_clones,B4,T,C3,retn,retn_00,,,0,0,N,,retn,C
.text,004006A0,register_tm_clones,B5,T,BE301A6000,mov,mov_15,esi,offset __bss_start,1,5,N,_r.BSS,mov_r.BSS,S
.text,004006A5,register_tm_clones,B5,T,55,push,push_10,rbp,,1,0,N,,push,C
.text,004006A6,register_tm_clones,B5,T,4881EE301A6000,sub,sub_15,rsi,offset __bss_start,1,5,N,_r.BSS,sub_r.BSS,C
.text,004006AD,register_tm_clones,B5,T,48C1FE03,sar,sar_15,rsi,3,1,5,N,,sar,C
.text,004006B1,register_tm_clones,B5,T,4889E5,mov,mov_11,rbp,rsp,1,1,N,,mov,C
.text,004006B4,register_tm_clones,B5,T,4889F0,mov,mov_11,rax,rsi,1,1,N,,mov,C
.text,004006B7,register_tm_clones,B5,T,48C1E83F,shr,shr_15,rax,3Fh,1,5,N,,shr,C
.text,004006BB,register_tm_clones,B5,T,4801C6,add,add_11,rsi,rax,1,1,N,,add,C
.text,004006BE,register_tm_clones,B5,T,48D1FE,sar,sar_15,rsi,1,1,5,N,,sar,C
.text,004006C1,register_tm_clones,B5,T,7415,jz,jz_70,loc_4006D8,,7,0,J,.CODE,jz.CODE,C
.text,004006C3,register_tm_clones,B6,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,004006C8,register_tm_clones,B6,T,4885C0,test,test_11,rax,rax,1,1,N,,test,C
.text,004006CB,register_tm_clones,B6,T,740B,jz,jz_70,loc_4006D8,,7,0,J,.CODE,jz.CODE,C
.text,004006CD,register_tm_clones,B7,T,5D,pop,pop_10,rbp,,1,0,N,,pop,C
.text,004006CE,register_tm_clones,B7,T,BF301A6000,mov,mov_15,edi,offset __bss_start,1,5,N,_r.BSS,mov_r.BSS,C
.text,004006D3,register_tm_clones,B7,T,FFE0,jmp,jmp_10,rax,,1,0,J,,jmp,C
.text,004006D8,register_tm_clones,B8,T,5D,pop,pop_10,rbp,,1,0,N,,pop,C
.text,004006D9,register_tm_clones,B8,T,C3,retn,retn_00,,,0,0,N,,retn,C
.text,004006E0,__do_global_dtors_aux,B9,T,803D4913200000,cmp,cmp_25,cs:__bss_start,0,2,5,N,_r.BSS,cmp_r.BSS,S
.text,004006E7,__do_global_dtors_aux,B9,T,7511,jnz,jnz_70,locret_4006FA,,7,0,J,.CODE,jnz.CODE,C
.text,004006E9,__do_global_dtors_aux,B10,T,55,push,push_10,rbp,,1,0,N,,push,C
.text,004006EA,__do_global_dtors_aux,B10,T,4889E5,mov,mov_11,rbp,rsp,1,1,N,,mov,C
.text,004006ED,__do_global_dtors_aux,B10,T,E86EFFFFFF,call,call_70,deregister_tm_clones,,7,0,J,.CODE,call.CODE,C
.text,004006F2,__do_global_dtors_aux,B10,T,5D,pop,pop_10,rbp,,1,0,N,,pop,C
.text,004006F3,__do_global_dtors_aux,B10,T,C6053613200001,mov,mov_25,cs:__bss_start,1,2,5,N,_w.BSS,mov_w.BSS,C
.text,004006FA,__do_global_dtors_aux,B11,T,F3C3,retn,retn_00,,,0,0,N,,retn,C
.text,00400700,frame_dummy,B12,T,BFD8176000,mov,mov_15,edi,offset __JCR_LIST__,1,5,N,_r.DATA,mov_r.DATA,S
.text,00400705,frame_dummy,B12,T,48833F00,cmp,cmp_35,qword ptr [rdi],0,3,5,N,,cmp,C
.text,00400709,frame_dummy,B12,T,7505,jnz,jnz_70,loc_400710,,7,0,J,.CODE,jnz.CODE,C
.text,0040070B,frame_dummy,B13,T,EB93,jmp,jmp_70,register_tm_clones,,7,0,J,.CODE,jmp.CODE,C
.text,00400710,frame_dummy,B14,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,00400715,frame_dummy,B14,T,4885C0,test,test_11,rax,rax,1,1,N,,test,C
.text,00400718,frame_dummy,B14,T,74F1,jz,jz_70,loc_40070B,,7,0,J,.CODE,jz.CODE,C
.text,0040071A,frame_dummy,B15,T,55,push,push_10,rbp,,1,0,N,,push,C
.text,0040071B,frame_dummy,B15,T,4889E5,mov,mov_11,rbp,rsp,1,1,N,,mov,C
.text,0040071E,frame_dummy,B15,T,FFD0,call,call_10,rax,,1,0,J,,call,C
.text,00400720,frame_dummy,B15,T,5D,pop,pop_10,rbp,,1,0,N,,pop,C
.text,00400721,frame_dummy,B15,T,E97AFFFFFF,jmp,jmp_70,register_tm_clones,,7,0,J,.CODE,jmp.CODE,C
.text,00400726,megaInit,B16,T,55,push,push_10,rbp,,1,0,N,,push,S
.text,00400727,megaInit,B16,T,4889E5,mov,mov_11,rbp,rsp,1,1,N,,mov,C
.text,0040072A,megaInit,B16,T,5D,pop,pop_10,rbp,,1,0,N,,pop,C
.text,0040072B,megaInit,B16,T,C3,retn,retn_00,,,0,0,N,,retn,C
.text,0040072C,main,B17,T,55,push,push_10,rbp,,1,0,N,,push,S
.text,0040072D,main,B17,T,4889E5,mov,mov_11,rbp,rsp,1,1,N,,mov,C
.text,00400730,main,B17,T,4883EC50,sub,sub_15,rsp,50h,1,5,N,,sub,C
.text,00400734,main,B17,T,897DCC,mov,mov_41,[rbp+var_34],edi,4,1,N,,mov,C
.text,00400737,main,B17,T,488975C0,mov,mov_41,[rbp+var_40],rsi,4,1,N,,mov,C
.text,0040073B,main,B17,T,488955B8,mov,mov_41,[rbp+var_48],rdx,4,1,N,,mov,C
.text,0040073F,main,B17,T,E8E2FFFFFF,call,call_70,megaInit,,7,0,J,.CODE,call.CODE,C
.text,00400744,main,B17,T,8B45CC,mov,mov_14,eax,[rbp+var_34],1,4,N,,mov,C
.text,00400747,main,B17,T,8905F3122000,mov,mov_21,cs:_global_argc,eax,2,1,N,_w.BSS,mov_w.BSS,C
.text,0040074D,main,B17,T,488B45C0,mov,mov_14,rax,[rbp+var_40],1,4,N,,mov,C
.text,00400751,main,B17,T,488905E0122000,mov,mov_21,cs:_global_argv,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400758,main,B17,T,488B45B8,mov,mov_14,rax,[rbp+var_48],1,4,N,,mov,C
.text,0040075C,main,B17,T,488905E5122000,mov,mov_21,cs:_global_envp,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400763,main,B17,T,C745F401000000,mov,mov_45,[rbp+var_C],1,4,5,N,,mov,C
.text,0040076A,main,B17,T,8B45CC,mov,mov_14,eax,[rbp+var_34],1,4,N,,mov,C
.text,0040076D,main,B17,T,01C0,add,add_11,eax,eax,1,1,N,,add,C
.text,0040076F,main,B17,T,8D50F6,lea,lea_14,edx,[rax-0Ah],1,4,N,,lea,C
.text,00400772,main,B17,T,8B45CC,mov,mov_14,eax,[rbp+var_34],1,4,N,,mov,C
.text,00400775,main,B17,T,83E805,sub,sub_15,eax,5,1,5,N,,sub,C
.text,00400778,main,B17,T,C1F81F,sar,sar_15,eax,1Fh,1,5,N,,sar,C
.text,0040077B,main,B17,T,21C2,and,and_11,edx,eax,1,1,N,,and,C
.text,0040077D,main,B17,T,B805000000,mov,mov_15,eax,5,1,5,N,,mov,C
.text,00400782,main,B17,T,2B45CC,sub,sub_14,eax,[rbp+var_34],1,4,N,,sub,C
.text,00400785,main,B17,T,01D0,add,add_11,eax,edx,1,1,N,,add,C
.text,00400787,main,B17,T,85C0,test,test_11,eax,eax,1,1,N,,test,C
.text,00400789,main,B17,T,791E,jns,jns_70,loc_4007A9,,7,0,J,.CODE,jns.CODE,C
.text,0040078B,main,B18,T,BE04000000,mov,mov_15,esi,4,1,5,N,,mov,C
.text,00400790,main,B18,T,BFF8154000,mov,mov_15,edi,offset format,1,5,N,_r.DATA,mov_r.DATA,C
.text,00400795,main,B18,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,0040079A,main,B18,T,E821FEFFFF,call,call_70,_printf,,7,0,J,.CODE,call.CODE,C
.text,0040079F,main,B18,T,BFFFFFFFFF,mov,mov_15,edi,0FFFFFFFFh,1,5,N,,mov,C
.text,004007A4,main,B18,T,E877FEFFFF,call,call_70,_exit,,7,0,J,.CODE,call.CODE,C
.text,004007A9,main,B19,T,C745FC00000000,mov,mov_45,[rbp+var_4],0,4,5,N,,mov,C
.text,004007B0,main,B19,T,EB58,jmp,jmp_70,loc_40080A,,7,0,J,.CODE,jmp.CODE,C
.text,004007B2,main,B20,T,8B45FC,mov,mov_14,eax,[rbp+var_4],1,4,N,,mov,C
.text,004007B5,main,B20,T,83F0FE,xor,xor_15,eax,0FFFFFFFEh,1,5,N,,xor,C
.text,004007B8,main,B20,T,89C2,mov,mov_11,edx,eax,1,1,N,,mov,C
.text,004007BA,main,B20,T,8B45FC,mov,mov_14,eax,[rbp+var_4],1,4,N,,mov,C
.text,004007BD,main,B20,T,83C801,or,or_15,eax,1,1,5,N,,or,C
.text,004007C0,main,B20,T,01C0,add,add_11,eax,eax,1,1,N,,add,C
.text,004007C2,main,B20,T,01D0,add,add_11,eax,edx,1,1,N,,add,C
.text,004007C4,main,B20,T,4898,cdqe,cdqe_10,,,1,0,N,,cdqe,C
.text,004007C6,main,B20,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
.text,004007CA,main,B20,T,488D14C500000000,lea,lea_12,rdx,ds:0[rax*8],1,2,N,,lea,C
.text,004007D2,main,B20,T,488B45C0,mov,mov_14,rax,[rbp+var_40],1,4,N,,mov,C
.text,004007D6,main,B20,T,4801D0,add,add_11,rax,rdx,1,1,N,,add,C
.text,004007D9,main,B20,T,488B00,mov,mov_13,rax,[rax],1,3,N,,mov,C
.text,004007DC,main,B20,T,BA0A000000,mov,mov_15,edx,0Ah,1,5,N,,mov,C
.text,004007E1,main,B20,T,BE00000000,mov,mov_15,esi,0,1,5,N,,mov,C
.text,004007E6,main,B20,T,4889C7,mov,mov_11,rdi,rax,1,1,N,,mov,C
.text,004007E9,main,B20,T,E812FEFFFF,call,call_70,_strtoul,,7,0,J,.CODE,call.CODE,C
.text,004007EE,main,B20,T,488945E8,mov,mov_41,[rbp+var_18],rax,4,1,N,,mov,C
.text,004007F2,main,B20,T,488B45E8,mov,mov_14,rax,[rbp+var_18],1,4,N,,mov,C
.text,004007F6,main,B20,T,8845E7,mov,mov_41,[rbp+var_19],al,4,1,N,,mov,C
.text,004007F9,main,B20,T,8B45FC,mov,mov_14,eax,[rbp+var_4],1,4,N,,mov,C
.text,004007FC,main,B20,T,4898,cdqe,cdqe_10,,,1,0,N,,cdqe,C
.text,004007FE,main,B20,T,0FB655E7,movzx,movzx_14,edx,[rbp+var_19],1,4,N,,movzx,C
.text,00400802,main,B20,T,885405E0,mov,mov_41,[rbp+rax+var_20],dl,4,1,N,,mov,C
.text,00400806,main,B20,T,8345FC01,add,add_45,[rbp+var_4],1,4,5,N,,add,C
.text,0040080A,main,B21,T,8B45FC,mov,mov_14,eax,[rbp+var_4],1,4,N,,mov,C
.text,0040080D,main,B21,T,83E0FB,and,and_15,eax,0FFFFFFFBh,1,5,N,,and,C
.text,00400810,main,B21,T,89C2,mov,mov_11,edx,eax,1,1,N,,mov,C
.text,00400812,main,B21,T,8B45FC,mov,mov_14,eax,[rbp+var_4],1,4,N,,mov,C
.text,00400815,main,B21,T,83F0FB,xor,xor_15,eax,0FFFFFFFBh,1,5,N,,xor,C
.text,00400818,main,B21,T,89C1,mov,mov_11,ecx,eax,1,1,N,,mov,C
.text,0040081A,main,B21,T,8B45FC,mov,mov_14,eax,[rbp+var_4],1,4,N,,mov,C
.text,0040081D,main,B21,T,83E804,sub,sub_15,eax,4,1,5,N,,sub,C
.text,00400820,main,B21,T,21C8,and,and_11,eax,ecx,1,1,N,,and,C
.text,00400822,main,B21,T,09D0,or,or_11,eax,edx,1,1,N,,or,C
.text,00400824,main,B21,T,85C0,test,test_11,eax,eax,1,1,N,,test,C
.text,00400826,main,B21,T,788A,js,js_70,loc_4007B2,,7,0,J,.CODE,js.CODE,C
.text,00400828,main,B22,T,488D55D0,lea,lea_14,rdx,[rbp+var_30],1,4,N,,lea,C
.text,0040082C,main,B22,T,488D45E0,lea,lea_14,rax,[rbp+var_20],1,4,N,,lea,C
.text,00400830,main,B22,T,4889D6,mov,mov_11,rsi,rdx,1,1,N,,mov,C
.text,00400833,main,B22,T,4889C7,mov,mov_11,rdi,rax,1,1,N,,mov,C
.text,00400836,main,B22,T,E8D2000000,call,call_70,function_1,,7,0,J,.CODE,call.CODE,C
.text,0040083B,main,B22,T,0FB645D1,movzx,movzx_14,eax,[rbp+var_2F],1,4,N,,movzx,C
.text,0040083F,main,B22,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00400842,main,B22,T,8D9070FFFFFF,lea,lea_14,edx,[rax-90h],1,4,N,,lea,C
.text,00400848,main,B22,T,0FB645D1,movzx,movzx_14,eax,[rbp+var_2F],1,4,N,,movzx,C
.text,0040084C,main,B22,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,0040084F,main,B22,T,B990000000,mov,mov_15,ecx,90h,1,5,N,,mov,C
.text,00400854,main,B22,T,29C1,sub,sub_11,ecx,eax,1,1,N,,sub,C
.text,00400856,main,B22,T,89C8,mov,mov_11,eax,ecx,1,1,N,,mov,C
.text,00400858,main,B22,T,09D0,or,or_11,eax,edx,1,1,N,,or,C
.text,0040085A,main,B22,T,85C0,test,test_11,eax,eax,1,1,N,,test,C
.text,0040085C,main,B22,T,780A,js,js_70,loc_400868,,7,0,J,.CODE,js.CODE,C
.text,0040085E,main,B23,T,BF1D164000,mov,mov_15,edi,offset s,1,5,N,_r.DATA,mov_r.DATA,C
.text,00400863,main,B23,T,E848FDFFFF,call,call_70,_puts,,7,0,J,.CODE,call.CODE,C
.text,00400868,main,B24,T,C745F800000000,mov,mov_45,[rbp+var_8],0,4,5,N,,mov,C
.text,0040086F,main,B24,T,EB3B,jmp,jmp_70,loc_4008AC,,7,0,J,.CODE,jmp.CODE,C
.text,00400871,main,B25,T,8B45F8,mov,mov_14,eax,[rbp+var_8],1,4,N,,mov,C
.text,00400874,main,B25,T,4898,cdqe,cdqe_10,,,1,0,N,,cdqe,C
.text,00400876,main,B25,T,0FB64405D0,movzx,movzx_14,eax,[rbp+rax+var_30],1,4,N,,movzx,C
.text,0040087B,main,B25,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,0040087E,main,B25,T,89C6,mov,mov_11,esi,eax,1,1,N,,mov,C
.text,00400880,main,B25,T,BF26164000,mov,mov_15,edi,offset aU,1,5,N,_r.DATA,mov_r.DATA,C
.text,00400885,main,B25,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,0040088A,main,B25,T,E831FDFFFF,call,call_70,_printf,,7,0,J,.CODE,call.CODE,C
.text,0040088F,main,B25,T,8B45F8,mov,mov_14,eax,[rbp+var_8],1,4,N,,mov,C
.text,00400892,main,B25,T,83C801,or,or_15,eax,1,1,5,N,,or,C
.text,00400895,main,B25,T,89C2,mov,mov_11,edx,eax,1,1,N,,mov,C
.text,00400897,main,B25,T,8B45F8,mov,mov_14,eax,[rbp+var_8],1,4,N,,mov,C
.text,0040089A,main,B25,T,83C801,or,or_15,eax,1,1,5,N,,or,C
.text,0040089D,main,B25,T,01C2,add,add_11,edx,eax,1,1,N,,add,C
.text,0040089F,main,B25,T,8B45F8,mov,mov_14,eax,[rbp+var_8],1,4,N,,mov,C
.text,004008A2,main,B25,T,83F001,xor,xor_15,eax,1,1,5,N,,xor,C
.text,004008A5,main,B25,T,29C2,sub,sub_11,edx,eax,1,1,N,,sub,C
.text,004008A7,main,B25,T,89D0,mov,mov_11,eax,edx,1,1,N,,mov,C
.text,004008A9,main,B25,T,8945F8,mov,mov_41,[rbp+var_8],eax,4,1,N,,mov,C
.text,004008AC,main,B26,T,B804000000,mov,mov_15,eax,4,1,5,N,,mov,C
.text,004008B1,main,B26,T,2B45F8,sub,sub_14,eax,[rbp+var_8],1,4,N,,sub,C
.text,004008B4,main,B26,T,837DF804,cmp,cmp_45,[rbp+var_8],4,4,5,N,,cmp,C
.text,004008B8,main,B26,T,0F9EC2,setle,setle_10,dl,,1,0,N,,setle,C
.text,004008BB,main,B26,T,0FB6D2,movzx,movzx_11,edx,dl,1,1,N,,movzx,C
.text,004008BE,main,B26,T,F7DA,neg,neg_10,edx,,1,0,N,,neg,C
.text,004008C0,main,B26,T,21D0,and,and_11,eax,edx,1,1,N,,and,C
.text,004008C2,main,B26,T,C1F81F,sar,sar_15,eax,1Fh,1,5,N,,sar,C
.text,004008C5,main,B26,T,89C1,mov,mov_11,ecx,eax,1,1,N,,mov,C
.text,004008C7,main,B26,T,B804000000,mov,mov_15,eax,4,1,5,N,,mov,C
.text,004008CC,main,B26,T,2B45F8,sub,sub_14,eax,[rbp+var_8],1,4,N,,sub,C
.text,004008CF,main,B26,T,837DF804,cmp,cmp_45,[rbp+var_8],4,4,5,N,,cmp,C
.text,004008D3,main,B26,T,0F9EC2,setle,setle_10,dl,,1,0,N,,setle,C
.text,004008D6,main,B26,T,0FB6D2,movzx,movzx_11,edx,dl,1,1,N,,movzx,C
.text,004008D9,main,B26,T,F7DA,neg,neg_10,edx,,1,0,N,,neg,C
.text,004008DB,main,B26,T,21D0,and,and_11,eax,edx,1,1,N,,and,C
.text,004008DD,main,B26,T,89C6,mov,mov_11,esi,eax,1,1,N,,mov,C
.text,004008DF,main,B26,T,B804000000,mov,mov_15,eax,4,1,5,N,,mov,C
.text,004008E4,main,B26,T,2B45F8,sub,sub_14,eax,[rbp+var_8],1,4,N,,sub,C
.text,004008E7,main,B26,T,837DF804,cmp,cmp_45,[rbp+var_8],4,4,5,N,,cmp,C
.text,004008EB,main,B26,T,0F9EC2,setle,setle_10,dl,,1,0,N,,setle,C
.text,004008EE,main,B26,T,0FB6D2,movzx,movzx_11,edx,dl,1,1,N,,movzx,C
.text,004008F1,main,B26,T,F7DA,neg,neg_10,edx,,1,0,N,,neg,C
.text,004008F3,main,B26,T,21D0,and,and_11,eax,edx,1,1,N,,and,C
.text,004008F5,main,B26,T,C1F81F,sar,sar_15,eax,1Fh,1,5,N,,sar,C
.text,004008F8,main,B26,T,31F0,xor,xor_11,eax,esi,1,1,N,,xor,C
.text,004008FA,main,B26,T,29C1,sub,sub_11,ecx,eax,1,1,N,,sub,C
.text,004008FC,main,B26,T,89C8,mov,mov_11,eax,ecx,1,1,N,,mov,C
.text,004008FE,main,B26,T,85C0,test,test_11,eax,eax,1,1,N,,test,C
.text,00400900,main,B26,T,0F886BFFFFFF,js,js_70,loc_400871,,7,0,J,.CODE,js.CODE,C
.text,00400906,main,B27,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,0040090B,main,B27,T,C9,leave,leave_00,,,0,0,N,,leave,C
.text,0040090C,main,B27,T,C3,retn,retn_00,,,0,0,N,,retn,C
.text,0040090D,function_1,B28,T,55,push,push_10,rbp,,1,0,N,,push,S
.text,0040090E,function_1,B28,T,4889E5,mov,mov_11,rbp,rsp,1,1,N,,mov,C
.text,00400911,function_1,B28,T,4881ECD0000000,sub,sub_15,rsp,0D0h,1,5,N,,sub,C
.text,00400918,function_1,B28,T,4889BD38FFFFFF,mov,mov_41,[rbp+var_C8],rdi,4,1,N,,mov,C
.text,0040091F,function_1,B28,T,4889B530FFFFFF,mov,mov_41,[rbp+var_D0],rsi,4,1,N,,mov,C
.text,00400926,function_1,B28,T,C68560FFFFFF00,mov,mov_45,[rbp+s1],0,4,5,N,,mov,C
.text,0040092D,function_1,B28,T,C745FC01000000,mov,mov_45,[rbp+var_4],1,4,5,N,,mov,C
.text,00400934,function_1,B28,T,EB0F,jmp,jmp_70,loc_400945,,7,0,J,.CODE,jmp.CODE,C
.text,00400936,function_1,B29,T,8B45FC,mov,mov_14,eax,[rbp+var_4],1,4,N,,mov,C
.text,00400939,function_1,B29,T,C6840560FFFFFF00,mov,mov_45,[rbp+rax+s1],0,4,5,N,,mov,C
.text,00400941,function_1,B29,T,8345FC01,add,add_45,[rbp+var_4],1,4,5,N,,add,C
.text,00400945,function_1,B30,T,8B45FC,mov,mov_14,eax,[rbp+var_4],1,4,N,,mov,C
.text,00400948,function_1,B30,T,83C89B,or,or_15,eax,0FFFFFF9Bh,1,5,N,,or,C
.text,0040094B,function_1,B30,T,89C2,mov,mov_11,edx,eax,1,1,N,,mov,C
.text,0040094D,function_1,B30,T,8B45FC,mov,mov_14,eax,[rbp+var_4],1,4,N,,mov,C
.text,00400950,function_1,B30,T,83F064,xor,xor_15,eax,64h,1,5,N,,xor,C
.text,00400953,function_1,B30,T,89C1,mov,mov_11,ecx,eax,1,1,N,,mov,C
.text,00400955,function_1,B30,T,8B45FC,mov,mov_14,eax,[rbp+var_4],1,4,N,,mov,C
.text,00400958,function_1,B30,T,83E864,sub,sub_15,eax,64h,1,5,N,,sub,C
.text,0040095B,function_1,B30,T,F7D0,not,not_10,eax,,1,0,N,,not,C
.text,0040095D,function_1,B30,T,09C8,or,or_11,eax,ecx,1,1,N,,or,C
.text,0040095F,function_1,B30,T,21D0,and,and_11,eax,edx,1,1,N,,and,C
.text,00400961,function_1,B30,T,85C0,test,test_11,eax,eax,1,1,N,,test,C
.text,00400963,function_1,B30,T,79D1,jns,jns_70,loc_400936,,7,0,J,.CODE,jns.CODE,C
.text,00400965,function_1,B31,T,C745F800000000,mov,mov_45,[rbp+var_8],0,4,5,N,,mov,C
.text,0040096C,function_1,B31,T,488B8538FFFFFF,mov,mov_14,rax,[rbp+var_C8],1,4,N,,mov,C
.text,00400973,function_1,B31,T,4883C002,add,add_15,rax,2,1,5,N,,add,C
.text,00400977,function_1,B31,T,0FB600,movzx,movzx_13,eax,byte ptr [rax],1,3,N,,movzx,C
.text,0040097A,function_1,B31,T,83F0CF,xor,xor_15,eax,0FFFFFFCFh,1,5,N,,xor,C
.text,0040097D,function_1,B31,T,89C2,mov,mov_11,edx,eax,1,1,N,,mov,C
.text,0040097F,function_1,B31,T,488B8538FFFFFF,mov,mov_14,rax,[rbp+var_C8],1,4,N,,mov,C
.text,00400986,function_1,B31,T,4883C002,add,add_15,rax,2,1,5,N,,add,C
.text,0040098A,function_1,B31,T,0FB600,movzx,movzx_13,eax,byte ptr [rax],1,3,N,,movzx,C
.text,0040098D,function_1,B31,T,83E0CF,and,and_15,eax,0FFFFFFCFh,1,5,N,,and,C
.text,00400990,function_1,B31,T,01C0,add,add_11,eax,eax,1,1,N,,add,C
.text,00400992,function_1,B31,T,01D0,add,add_11,eax,edx,1,1,N,,add,C
.text,00400994,function_1,B31,T,83E83B,sub,sub_15,eax,3Bh,1,5,N,,sub,C
.text,00400997,function_1,B31,T,8845D0,mov,mov_41,[rbp+var_30],al,4,1,N,,mov,C
.text,0040099A,function_1,B31,T,488B8538FFFFFF,mov,mov_14,rax,[rbp+var_C8],1,4,N,,mov,C
.text,004009A1,function_1,B31,T,0FB600,movzx,movzx_13,eax,byte ptr [rax],1,3,N,,movzx,C
.text,004009A4,function_1,B31,T,89C1,mov,mov_11,ecx,eax,1,1,N,,mov,C
.text,004009A6,function_1,B31,T,0FB655D0,movzx,movzx_14,edx,[rbp+var_30],1,4,N,,movzx,C
.text,004009AA,function_1,B31,T,488B8538FFFFFF,mov,mov_14,rax,[rbp+var_C8],1,4,N,,mov,C
.text,004009B1,function_1,B31,T,4883C003,add,add_15,rax,3,1,5,N,,add,C
.text,004009B5,function_1,B31,T,0FB600,movzx,movzx_13,eax,byte ptr [rax],1,3,N,,movzx,C
.text,004009B8,function_1,B31,T,01D0,add,add_11,eax,edx,1,1,N,,add,C
.text,004009BA,function_1,B31,T,09C8,or,or_11,eax,ecx,1,1,N,,or,C
.text,004009BC,function_1,B31,T,89C1,mov,mov_11,ecx,eax,1,1,N,,mov,C
.text,004009BE,function_1,B31,T,488B8538FFFFFF,mov,mov_14,rax,[rbp+var_C8],1,4,N,,mov,C
.text,004009C5,function_1,B31,T,0FB600,movzx,movzx_13,eax,byte ptr [rax],1,3,N,,movzx,C
.text,004009C8,function_1,B31,T,89C6,mov,mov_11,esi,eax,1,1,N,,mov,C
.text,004009CA,function_1,B31,T,0FB655D0,movzx,movzx_14,edx,[rbp+var_30],1,4,N,,movzx,C
.text,004009CE,function_1,B31,T,488B8538FFFFFF,mov,mov_14,rax,[rbp+var_C8],1,4,N,,mov,C
.text,004009D5,function_1,B31,T,4883C003,add,add_15,rax,3,1,5,N,,add,C
.text,004009D9,function_1,B31,T,0FB600,movzx,movzx_13,eax,byte ptr [rax],1,3,N,,movzx,C
.text,004009DC,function_1,B31,T,01D0,add,add_11,eax,edx,1,1,N,,add,C
.text,004009DE,function_1,B31,T,21F0,and,and_11,eax,esi,1,1,N,,and,C
.text,004009E0,function_1,B31,T,01C8,add,add_11,eax,ecx,1,1,N,,add,C
.text,004009E2,function_1,B31,T,8845D1,mov,mov_41,[rbp+var_2F],al,4,1,N,,mov,C
.text,004009E5,function_1,B31,T,488B8538FFFFFF,mov,mov_14,rax,[rbp+var_C8],1,4,N,,mov,C
.text,004009EC,function_1,B31,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
