.text,00400675,deregister_tm_clones,B2,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,0040067A,deregister_tm_clones,B2,T,4885C0,test,test_11,rax,rax,1,1,N,,test,C
.text,0040067D,deregister_tm_clones,B2,T,7411,jz,jz_70,loc_400690,,7,0,J,.CODE,jz.CODE,C
.text,0040067F,deregister_tm_clones,B3,T,5D,pop,pop_10,rbp,,1,0,N,,pop,C
.text,00400680,deregister_tm_clones,B3,T,BFA82E6000,mov,mov_15,edi,offset __bss_start,1,5,N,_r.BSS,mov_r.BSS,C
.text,00400685,deregister_tm_clones,B3,T,FFE0,jmp,jmp_10,rax,,1,0,J,,jmp,C
.text,00400690,deregister_tm_clones,B4,T,5D,pop,pop_10,rbp,,1,0,N,,pop,C
.text,00400691,deregister_tm_clones,B4,T,C3,retn,retn_00,,,0,0,N,,retn,C
.text,004006A0,register_tm_clones,B5,T,BEA82E6000,mov,mov_15,esi,offset __bss_start,1,5,N,_r.BSS,mov_r.BSS,S
.text,004006A5,register_tm_clones,B5,T,55,push,push_10,rbp,,1,0,N,,push,C
.text,004006A6,register_tm_clones,B5,T,4881EEA82E6000,sub,sub_15,rsi,offset __bss_start,1,5,N,_r.BSS,sub_r.BSS,C
.text,004006AD,register_tm_clones,B5,T,48C1FE03,sar,sar_15,rsi,3,1,5,N,,sar,C
.text,004006B1,register_tm_clones,B5,T,4889E5,mov,mov_11,rbp,rsp,1,1,N,,mov,C
.text,004006B4,register_tm_clones,B5,T,4889F0,mov,mov_11,rax,rsi,1,1,N,,mov,C
.text,004006B7,register_tm_clones,B5,T,48C1E83F,shr,shr_15,rax,3Fh,1,5,N,,shr,C
.text,004006BB,register_tm_clones,B5,T,4801C6,add,add_11,rsi,rax,1,1,N,,add,C
.text,004006BE,register_tm_clones,B5,T,48D1FE,sar,sar_15,rsi,1,1,5,N,,sar,C
.text,004006C1,register_tm_clones,B5,T,7415,jz,jz_70,loc_4006D8,,7,0,J,.CODE,jz.CODE,C
.text,004006C3,register_tm_clones,B6,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,004006C8,register_tm_clones,B6,T,4885C0,test,test_11,rax,rax,1,1,N,,test,C
.text,004006CB,register_tm_clones,B6,T,740B,jz,jz_70,loc_4006D8,,7,0,J,.CODE,jz.CODE,C
.text,004006CD,register_tm_clones,B7,T,5D,pop,pop_10,rbp,,1,0,N,,pop,C
.text,004006CE,register_tm_clones,B7,T,BFA82E6000,mov,mov_15,edi,offset __bss_start,1,5,N,_r.BSS,mov_r.BSS,C
.text,004006D3,register_tm_clones,B7,T,FFE0,jmp,jmp_10,rax,,1,0,J,,jmp,C
.text,004006D8,register_tm_clones,B8,T,5D,pop,pop_10,rbp,,1,0,N,,pop,C
.text,004006D9,register_tm_clones,B8,T,C3,retn,retn_00,,,0,0,N,,retn,C
.text,004006E0,__do_global_dtors_aux,B9,T,803DC127200000,cmp,cmp_25,cs:__bss_start,0,2,5,N,_r.BSS,cmp_r.BSS,S
.text,004006E7,__do_global_dtors_aux,B9,T,7511,jnz,jnz_70,locret_4006FA,,7,0,J,.CODE,jnz.CODE,C
.text,004006E9,__do_global_dtors_aux,B10,T,55,push,push_10,rbp,,1,0,N,,push,C
.text,004006EA,__do_global_dtors_aux,B10,T,4889E5,mov,mov_11,rbp,rsp,1,1,N,,mov,C
.text,004006ED,__do_global_dtors_aux,B10,T,E86EFFFFFF,call,call_70,deregister_tm_clones,,7,0,J,.CODE,call.CODE,C
.text,004006F2,__do_global_dtors_aux,B10,T,5D,pop,pop_10,rbp,,1,0,N,,pop,C
.text,004006F3,__do_global_dtors_aux,B10,T,C605AE27200001,mov,mov_25,cs:__bss_start,1,2,5,N,_w.BSS,mov_w.BSS,C
.text,004006FA,__do_global_dtors_aux,B11,T,F3C3,retn,retn_00,,,0,0,N,,retn,C
.text,00400700,frame_dummy,B12,T,BF502C6000,mov,mov_15,edi,offset __JCR_LIST__,1,5,N,_r.DATA,mov_r.DATA,S
.text,00400705,frame_dummy,B12,T,48833F00,cmp,cmp_35,qword ptr [rdi],0,3,5,N,,cmp,C
.text,00400709,frame_dummy,B12,T,7505,jnz,jnz_70,loc_400710,,7,0,J,.CODE,jnz.CODE,C
.text,0040070B,frame_dummy,B13,T,EB93,jmp,jmp_70,register_tm_clones,,7,0,J,.CODE,jmp.CODE,C
.text,00400710,frame_dummy,B14,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,00400715,frame_dummy,B14,T,4885C0,test,test_11,rax,rax,1,1,N,,test,C
.text,00400718,frame_dummy,B14,T,74F1,jz,jz_70,loc_40070B,,7,0,J,.CODE,jz.CODE,C
.text,0040071A,frame_dummy,B15,T,55,push,push_10,rbp,,1,0,N,,push,C
.text,0040071B,frame_dummy,B15,T,4889E5,mov,mov_11,rbp,rsp,1,1,N,,mov,C
.text,0040071E,frame_dummy,B15,T,FFD0,call,call_10,rax,,1,0,J,,call,C
.text,00400720,frame_dummy,B15,T,5D,pop,pop_10,rbp,,1,0,N,,pop,C
.text,00400721,frame_dummy,B15,T,E97AFFFFFF,jmp,jmp_70,register_tm_clones,,7,0,J,.CODE,jmp.CODE,C
.text,00400726,main,B16,T,55,push,push_10,rbp,,1,0,N,,push,S
.text,00400727,main,B16,T,4889E5,mov,mov_11,rbp,rsp,1,1,N,,mov,C
.text,0040072A,main,B16,T,4883EC50,sub,sub_15,rsp,50h,1,5,N,,sub,C
.text,0040072E,main,B16,T,897DCC,mov,mov_41,[rbp+var_34],edi,4,1,N,,mov,C
.text,00400731,main,B16,T,488975C0,mov,mov_41,[rbp+var_40],rsi,4,1,N,,mov,C
.text,00400735,main,B16,T,488955B8,mov,mov_41,[rbp+var_48],rdx,4,1,N,,mov,C
.text,00400739,main,B16,T,E890220000,call,call_70,megaInit,,7,0,J,.CODE,call.CODE,C
.text,0040073E,main,B16,T,8B45CC,mov,mov_14,eax,[rbp+var_34],1,4,N,,mov,C
.text,00400741,main,B16,T,890571272000,mov,mov_21,cs:_global_argc,eax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400747,main,B16,T,488B45C0,mov,mov_14,rax,[rbp+var_40],1,4,N,,mov,C
.text,0040074B,main,B16,T,4889055E272000,mov,mov_21,cs:_global_argv,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400752,main,B16,T,488B45B8,mov,mov_14,rax,[rbp+var_48],1,4,N,,mov,C
.text,00400756,main,B16,T,48890563272000,mov,mov_21,cs:_global_envp,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,0040075D,main,B16,T,C745F401000000,mov,mov_45,[rbp+var_C],1,4,5,N,,mov,C
.text,00400764,main,B16,T,8B45CC,mov,mov_14,eax,[rbp+var_34],1,4,N,,mov,C
.text,00400767,main,B16,T,83E805,sub,sub_15,eax,5,1,5,N,,sub,C
.text,0040076A,main,B16,T,99,cdq,cdq_11,,,1,1,N,,cdq,C
.text,0040076B,main,B16,T,B805000000,mov,mov_15,eax,5,1,5,N,,mov,C
.text,00400770,main,B16,T,2B45CC,sub,sub_14,eax,[rbp+var_34],1,4,N,,sub,C
.text,00400773,main,B16,T,01C2,add,add_11,edx,eax,1,1,N,,add,C
.text,00400775,main,B16,T,8B45CC,mov,mov_14,eax,[rbp+var_34],1,4,N,,mov,C
.text,00400778,main,B16,T,83E805,sub,sub_15,eax,5,1,5,N,,sub,C
.text,0040077B,main,B16,T,C1F81F,sar,sar_15,eax,1Fh,1,5,N,,sar,C
.text,0040077E,main,B16,T,31D0,xor,xor_11,eax,edx,1,1,N,,xor,C
.text,00400780,main,B16,T,85C0,test,test_11,eax,eax,1,1,N,,test,C
.text,00400782,main,B16,T,791E,jns,jns_70,loc_4007A2,,7,0,J,.CODE,jns.CODE,C
.text,00400784,main,B17,T,BE04000000,mov,mov_15,esi,4,1,5,N,,mov,C
.text,00400789,main,B17,T,BF682A4000,mov,mov_15,edi,offset format,1,5,N,_r.DATA,mov_r.DATA,C
.text,0040078E,main,B17,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,00400793,main,B17,T,E828FEFFFF,call,call_70,_printf,,7,0,J,.CODE,call.CODE,C
.text,00400798,main,B17,T,BFFFFFFFFF,mov,mov_15,edi,0FFFFFFFFh,1,5,N,,mov,C
.text,0040079D,main,B17,T,E87EFEFFFF,call,call_70,_exit,,7,0,J,.CODE,call.CODE,C
.text,004007A2,main,B18,T,C745FC00000000,mov,mov_45,[rbp+var_4],0,4,5,N,,mov,C
.text,004007A9,main,B18,T,EB5C,jmp,jmp_70,loc_400807,,7,0,J,.CODE,jmp.CODE,C
.text,004007AB,main,B19,T,8B45FC,mov,mov_14,eax,[rbp+var_4],1,4,N,,mov,C
.text,004007AE,main,B19,T,83C801,or,or_15,eax,1,1,5,N,,or,C
.text,004007B1,main,B19,T,89C2,mov,mov_11,edx,eax,1,1,N,,mov,C
.text,004007B3,main,B19,T,8B45FC,mov,mov_14,eax,[rbp+var_4],1,4,N,,mov,C
.text,004007B6,main,B19,T,83C801,or,or_15,eax,1,1,5,N,,or,C
.text,004007B9,main,B19,T,01C2,add,add_11,edx,eax,1,1,N,,add,C
.text,004007BB,main,B19,T,8B45FC,mov,mov_14,eax,[rbp+var_4],1,4,N,,mov,C
.text,004007BE,main,B19,T,83F001,xor,xor_15,eax,1,1,5,N,,xor,C
.text,004007C1,main,B19,T,29C2,sub,sub_11,edx,eax,1,1,N,,sub,C
.text,004007C3,main,B19,T,89D0,mov,mov_11,eax,edx,1,1,N,,mov,C
.text,004007C5,main,B19,T,4898,cdqe,cdqe_10,,,1,0,N,,cdqe,C
.text,004007C7,main,B19,T,488D14C500000000,lea,lea_12,rdx,ds:0[rax*8],1,2,N,,lea,C
.text,004007CF,main,B19,T,488B45C0,mov,mov_14,rax,[rbp+var_40],1,4,N,,mov,C
.text,004007D3,main,B19,T,4801D0,add,add_11,rax,rdx,1,1,N,,add,C
.text,004007D6,main,B19,T,488B00,mov,mov_13,rax,[rax],1,3,N,,mov,C
.text,004007D9,main,B19,T,BA0A000000,mov,mov_15,edx,0Ah,1,5,N,,mov,C
.text,004007DE,main,B19,T,BE00000000,mov,mov_15,esi,0,1,5,N,,mov,C
.text,004007E3,main,B19,T,4889C7,mov,mov_11,rdi,rax,1,1,N,,mov,C
.text,004007E6,main,B19,T,E815FEFFFF,call,call_70,_strtoul,,7,0,J,.CODE,call.CODE,C
.text,004007EB,main,B19,T,488945E8,mov,mov_41,[rbp+var_18],rax,4,1,N,,mov,C
.text,004007EF,main,B19,T,488B45E8,mov,mov_14,rax,[rbp+var_18],1,4,N,,mov,C
.text,004007F3,main,B19,T,8845E7,mov,mov_41,[rbp+var_19],al,4,1,N,,mov,C
.text,004007F6,main,B19,T,8B45FC,mov,mov_14,eax,[rbp+var_4],1,4,N,,mov,C
.text,004007F9,main,B19,T,4898,cdqe,cdqe_10,,,1,0,N,,cdqe,C
.text,004007FB,main,B19,T,0FB655E7,movzx,movzx_14,edx,[rbp+var_19],1,4,N,,movzx,C
.text,004007FF,main,B19,T,885405E0,mov,mov_41,[rbp+rax+var_20],dl,4,1,N,,mov,C
.text,00400803,main,B19,T,8345FC01,add,add_45,[rbp+var_4],1,4,5,N,,add,C
.text,00400807,main,B20,T,8B45FC,mov,mov_14,eax,[rbp+var_4],1,4,N,,mov,C
.text,0040080A,main,B20,T,8D50FC,lea,lea_14,edx,[rax-4],1,4,N,,lea,C
.text,0040080D,main,B20,T,8B45FC,mov,mov_14,eax,[rbp+var_4],1,4,N,,mov,C
.text,00400810,main,B20,T,83F004,xor,xor_15,eax,4,1,5,N,,xor,C
.text,00400813,main,B20,T,89C1,mov,mov_11,ecx,eax,1,1,N,,mov,C
.text,00400815,main,B20,T,8B45FC,mov,mov_14,eax,[rbp+var_4],1,4,N,,mov,C
.text,00400818,main,B20,T,83E804,sub,sub_15,eax,4,1,5,N,,sub,C
.text,0040081B,main,B20,T,3345FC,xor,xor_14,eax,[rbp+var_4],1,4,N,,xor,C
.text,0040081E,main,B20,T,21C8,and,and_11,eax,ecx,1,1,N,,and,C
.text,00400820,main,B20,T,31D0,xor,xor_11,eax,edx,1,1,N,,xor,C
.text,00400822,main,B20,T,85C0,test,test_11,eax,eax,1,1,N,,test,C
.text,00400824,main,B20,T,7885,js,js_70,loc_4007AB,,7,0,J,.CODE,js.CODE,C
.text,00400826,main,B21,T,488D55D0,lea,lea_14,rdx,[rbp+var_30],1,4,N,,lea,C
.text,0040082A,main,B21,T,488D45E0,lea,lea_14,rax,[rbp+var_20],1,4,N,,lea,C
.text,0040082E,main,B21,T,4889D6,mov,mov_11,rsi,rdx,1,1,N,,mov,C
.text,00400831,main,B21,T,4889C7,mov,mov_11,rdi,rax,1,1,N,,mov,C
.text,00400834,main,B21,T,E8F4000000,call,call_70,function_1,,7,0,J,.CODE,call.CODE,C
.text,00400839,main,B21,T,0FB645D1,movzx,movzx_14,eax,[rbp+var_2F],1,4,N,,movzx,C
.text,0040083D,main,B21,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00400840,main,B21,T,8D50AD,lea,lea_14,edx,[rax-53h],1,4,N,,lea,C
.text,00400843,main,B21,T,0FB645D1,movzx,movzx_14,eax,[rbp+var_2F],1,4,N,,movzx,C
.text,00400847,main,B21,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,0040084A,main,B21,T,83E853,sub,sub_15,eax,53h,1,5,N,,sub,C
.text,0040084D,main,B21,T,C1F81F,sar,sar_15,eax,1Fh,1,5,N,,sar,C
.text,00400850,main,B21,T,31C2,xor,xor_11,edx,eax,1,1,N,,xor,C
.text,00400852,main,B21,T,0FB645D1,movzx,movzx_14,eax,[rbp+var_2F],1,4,N,,movzx,C
.text,00400856,main,B21,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00400859,main,B21,T,83E853,sub,sub_15,eax,53h,1,5,N,,sub,C
.text,0040085C,main,B21,T,C1E81F,shr,shr_15,eax,1Fh,1,5,N,,shr,C
.text,0040085F,main,B21,T,01D0,add,add_11,eax,edx,1,1,N,,add,C
.text,00400861,main,B21,T,83E801,sub,sub_15,eax,1,1,5,N,,sub,C
.text,00400864,main,B21,T,85C0,test,test_11,eax,eax,1,1,N,,test,C
.text,00400866,main,B21,T,790A,jns,jns_70,loc_400872,,7,0,J,.CODE,jns.CODE,C
.text,00400868,main,B22,T,BF8D2A4000,mov,mov_15,edi,offset s,1,5,N,_r.DATA,mov_r.DATA,C
.text,0040086D,main,B22,T,E83EFDFFFF,call,call_70,_puts,,7,0,J,.CODE,call.CODE,C
.text,00400872,main,B23,T,C745F800000000,mov,mov_45,[rbp+var_8],0,4,5,N,,mov,C
.text,00400879,main,B23,T,EB3E,jmp,jmp_70,loc_4008B9,,7,0,J,.CODE,jmp.CODE,C
.text,0040087B,main,B24,T,8B45F8,mov,mov_14,eax,[rbp+var_8],1,4,N,,mov,C
.text,0040087E,main,B24,T,4898,cdqe,cdqe_10,,,1,0,N,,cdqe,C
.text,00400880,main,B24,T,0FB64405D0,movzx,movzx_14,eax,[rbp+rax+var_30],1,4,N,,movzx,C
.text,00400885,main,B24,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00400888,main,B24,T,89C6,mov,mov_11,esi,eax,1,1,N,,mov,C
.text,0040088A,main,B24,T,BF962A4000,mov,mov_15,edi,offset aU,1,5,N,_r.DATA,mov_r.DATA,C
.text,0040088F,main,B24,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,00400894,main,B24,T,E827FDFFFF,call,call_70,_printf,,7,0,J,.CODE,call.CODE,C
.text,00400899,main,B24,T,8B45F8,mov,mov_14,eax,[rbp+var_8],1,4,N,,mov,C
.text,0040089C,main,B24,T,83F0FE,xor,xor_15,eax,0FFFFFFFEh,1,5,N,,xor,C
.text,0040089F,main,B24,T,89C2,mov,mov_11,edx,eax,1,1,N,,mov,C
.text,004008A1,main,B24,T,8B45F8,mov,mov_14,eax,[rbp+var_8],1,4,N,,mov,C
.text,004008A4,main,B24,T,83C801,or,or_15,eax,1,1,5,N,,or,C
.text,004008A7,main,B24,T,89C1,mov,mov_11,ecx,eax,1,1,N,,mov,C
.text,004008A9,main,B24,T,8B45F8,mov,mov_14,eax,[rbp+var_8],1,4,N,,mov,C
.text,004008AC,main,B24,T,83C801,or,or_15,eax,1,1,5,N,,or,C
.text,004008AF,main,B24,T,01C8,add,add_11,eax,ecx,1,1,N,,add,C
.text,004008B1,main,B24,T,01D0,add,add_11,eax,edx,1,1,N,,add,C
.text,004008B3,main,B24,T,83C001,add,add_15,eax,1,1,5,N,,add,C
.text,004008B6,main,B24,T,8945F8,mov,mov_41,[rbp+var_8],eax,4,1,N,,mov,C
.text,004008B9,main,B25,T,B804000000,mov,mov_15,eax,4,1,5,N,,mov,C
.text,004008BE,main,B25,T,2B45F8,sub,sub_14,eax,[rbp+var_8],1,4,N,,sub,C
.text,004008C1,main,B25,T,837DF804,cmp,cmp_45,[rbp+var_8],4,4,5,N,,cmp,C
.text,004008C5,main,B25,T,0F9EC2,setle,setle_10,dl,,1,0,N,,setle,C
.text,004008C8,main,B25,T,0FB6D2,movzx,movzx_11,edx,dl,1,1,N,,movzx,C
.text,004008CB,main,B25,T,F7DA,neg,neg_10,edx,,1,0,N,,neg,C
.text,004008CD,main,B25,T,21D0,and,and_11,eax,edx,1,1,N,,and,C
.text,004008CF,main,B25,T,89C1,mov,mov_11,ecx,eax,1,1,N,,mov,C
.text,004008D1,main,B25,T,B804000000,mov,mov_15,eax,4,1,5,N,,mov,C
.text,004008D6,main,B25,T,2B45F8,sub,sub_14,eax,[rbp+var_8],1,4,N,,sub,C
.text,004008D9,main,B25,T,837DF804,cmp,cmp_45,[rbp+var_8],4,4,5,N,,cmp,C
.text,004008DD,main,B25,T,0F9EC2,setle,setle_10,dl,,1,0,N,,setle,C
.text,004008E0,main,B25,T,0FB6D2,movzx,movzx_11,edx,dl,1,1,N,,movzx,C
.text,004008E3,main,B25,T,F7DA,neg,neg_10,edx,,1,0,N,,neg,C
.text,004008E5,main,B25,T,21D0,and,and_11,eax,edx,1,1,N,,and,C
.text,004008E7,main,B25,T,01C1,add,add_11,ecx,eax,1,1,N,,add,C
.text,004008E9,main,B25,T,B804000000,mov,mov_15,eax,4,1,5,N,,mov,C
.text,004008EE,main,B25,T,2B45F8,sub,sub_14,eax,[rbp+var_8],1,4,N,,sub,C
.text,004008F1,main,B25,T,837DF804,cmp,cmp_45,[rbp+var_8],4,4,5,N,,cmp,C
.text,004008F5,main,B25,T,0F9EC2,setle,setle_10,dl,,1,0,N,,setle,C
.text,004008F8,main,B25,T,0FB6D2,movzx,movzx_11,edx,dl,1,1,N,,movzx,C
.text,004008FB,main,B25,T,F7DA,neg,neg_10,edx,,1,0,N,,neg,C
.text,004008FD,main,B25,T,21D0,and,and_11,eax,edx,1,1,N,,and,C
.text,004008FF,main,B25,T,C1F81F,sar,sar_15,eax,1Fh,1,5,N,,sar,C
.text,00400902,main,B25,T,21C1,and,and_11,ecx,eax,1,1,N,,and,C
.text,00400904,main,B25,T,B804000000,mov,mov_15,eax,4,1,5,N,,mov,C
.text,00400909,main,B25,T,2B45F8,sub,sub_14,eax,[rbp+var_8],1,4,N,,sub,C
.text,0040090C,main,B25,T,837DF804,cmp,cmp_45,[rbp+var_8],4,4,5,N,,cmp,C
.text,00400910,main,B25,T,0F9EC2,setle,setle_10,dl,,1,0,N,,setle,C
.text,00400913,main,B25,T,0FB6D2,movzx,movzx_11,edx,dl,1,1,N,,movzx,C
.text,00400916,main,B25,T,F7DA,neg,neg_10,edx,,1,0,N,,neg,C
.text,00400918,main,B25,T,21D0,and,and_11,eax,edx,1,1,N,,and,C
.text,0040091A,main,B25,T,29C1,sub,sub_11,ecx,eax,1,1,N,,sub,C
.text,0040091C,main,B25,T,89C8,mov,mov_11,eax,ecx,1,1,N,,mov,C
.text,0040091E,main,B25,T,85C0,test,test_11,eax,eax,1,1,N,,test,C
.text,00400920,main,B25,T,0F8855FFFFFF,js,js_70,loc_40087B,,7,0,J,.CODE,js.CODE,C
.text,00400926,main,B26,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,0040092B,main,B26,T,C9,leave,leave_00,,,0,0,N,,leave,C
.text,0040092C,main,B26,T,C3,retn,retn_00,,,0,0,N,,retn,C
.text,0040092D,function_1,B27,T,55,push,push_10,rbp,,1,0,N,,push,S
.text,0040092E,function_1,B27,T,4889E5,mov,mov_11,rbp,rsp,1,1,N,,mov,C
.text,00400931,function_1,B27,T,4154,push,push_10,r12,,1,0,N,,push,C
.text,00400933,function_1,B27,T,53,push,push_10,rbx,,1,0,N,,push,C
.text,00400934,function_1,B27,T,4881ECD0000000,sub,sub_15,rsp,0D0h,1,5,N,,sub,C
.text,0040093B,function_1,B27,T,4889BD28FFFFFF,mov,mov_41,[rbp+var_D8],rdi,4,1,N,,mov,C
.text,00400942,function_1,B27,T,4889B520FFFFFF,mov,mov_41,[rbp+var_E0],rsi,4,1,N,,mov,C
.text,00400949,function_1,B27,T,C68550FFFFFF00,mov,mov_45,[rbp+s1],0,4,5,N,,mov,C
.text,00400950,function_1,B27,T,C745EC01000000,mov,mov_45,[rbp+var_14],1,4,5,N,,mov,C
.text,00400957,function_1,B27,T,EB0F,jmp,jmp_70,loc_400968,,7,0,J,.CODE,jmp.CODE,C
.text,00400959,function_1,B28,T,8B45EC,mov,mov_14,eax,[rbp+var_14],1,4,N,,mov,C
.text,0040095C,function_1,B28,T,C6840550FFFFFF00,mov,mov_45,[rbp+rax+s1],0,4,5,N,,mov,C
.text,00400964,function_1,B28,T,8345EC01,add,add_45,[rbp+var_14],1,4,5,N,,add,C
.text,00400968,function_1,B29,T,8B45EC,mov,mov_14,eax,[rbp+var_14],1,4,N,,mov,C
.text,0040096B,function_1,B29,T,83C89B,or,or_15,eax,0FFFFFF9Bh,1,5,N,,or,C
.text,0040096E,function_1,B29,T,89C2,mov,mov_11,edx,eax,1,1,N,,mov,C
.text,00400970,function_1,B29,T,8B45EC,mov,mov_14,eax,[rbp+var_14],1,4,N,,mov,C
.text,00400973,function_1,B29,T,83F064,xor,xor_15,eax,64h,1,5,N,,xor,C
.text,00400976,function_1,B29,T,89C1,mov,mov_11,ecx,eax,1,1,N,,mov,C
.text,00400978,function_1,B29,T,8B45EC,mov,mov_14,eax,[rbp+var_14],1,4,N,,mov,C
.text,0040097B,function_1,B29,T,83E864,sub,sub_15,eax,64h,1,5,N,,sub,C
.text,0040097E,function_1,B29,T,F7D0,not,not_10,eax,,1,0,N,,not,C
.text,00400980,function_1,B29,T,09C8,or,or_11,eax,ecx,1,1,N,,or,C
.text,00400982,function_1,B29,T,21D0,and,and_11,eax,edx,1,1,N,,and,C
.text,00400984,function_1,B29,T,85C0,test,test_11,eax,eax,1,1,N,,test,C
.text,00400986,function_1,B29,T,79D1,jns,jns_70,loc_400959,,7,0,J,.CODE,jns.CODE,C
.text,00400988,function_1,B30,T,C745E800000000,mov,mov_45,[rbp+var_18],0,4,5,N,,mov,C
.text,0040098F,function_1,B30,T,488B8528FFFFFF,mov,mov_14,rax,[rbp+var_D8],1,4,N,,mov,C
.text,00400996,function_1,B30,T,4883C002,add,add_15,rax,2,1,5,N,,add,C
.text,0040099A,function_1,B30,T,0FB600,movzx,movzx_13,eax,byte ptr [rax],1,3,N,,movzx,C
.text,0040099D,function_1,B30,T,83E0CF,and,and_15,eax,0FFFFFFCFh,1,5,N,,and,C
.text,004009A0,function_1,B30,T,89C2,mov,mov_11,edx,eax,1,1,N,,mov,C
.text,004009A2,function_1,B30,T,488B8528FFFFFF,mov,mov_14,rax,[rbp+var_D8],1,4,N,,mov,C
.text,004009A9,function_1,B30,T,4883C002,add,add_15,rax,2,1,5,N,,add,C
.text,004009AD,function_1,B30,T,0FB600,movzx,movzx_13,eax,byte ptr [rax],1,3,N,,movzx,C
.text,004009B0,function_1,B30,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,004009B3,function_1,B30,T,480DCFE30A16,or,or_15,rax,160AE3CFh,1,5,N,,or,C
.text,004009B9,function_1,B30,T,89C1,mov,mov_11,ecx,eax,1,1,N,,mov,C
.text,004009BB,function_1,B30,T,89D0,mov,mov_11,eax,edx,1,1,N,,mov,C
.text,004009BD,function_1,B30,T,0FAFC1,imul,imul_11,eax,ecx,1,1,N,,imul,C
.text,004009C0,function_1,B30,T,89C2,mov,mov_11,edx,eax,1,1,N,,mov,C
.text,004009C2,function_1,B30,T,488B8528FFFFFF,mov,mov_14,rax,[rbp+var_D8],1,4,N,,mov,C
.text,004009C9,function_1,B30,T,4883C002,add,add_15,rax,2,1,5,N,,add,C
.text,004009CD,function_1,B30,T,0FB600,movzx,movzx_13,eax,byte ptr [rax],1,3,N,,movzx,C
.text,004009D0,function_1,B30,T,83E030,and,and_15,eax,30h,1,5,N,,and,C
.text,004009D3,function_1,B30,T,89C6,mov,mov_11,esi,eax,1,1,N,,mov,C
.text,004009D5,function_1,B30,T,488B8528FFFFFF,mov,mov_14,rax,[rbp+var_D8],1,4,N,,mov,C
.text,004009DC,function_1,B30,T,4883C002,add,add_15,rax,2,1,5,N,,add,C
.text,004009E0,function_1,B30,T,0FB600,movzx,movzx_13,eax,byte ptr [rax],1,3,N,,movzx,C
.text,004009E3,function_1,B30,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,004009E6,function_1,B30,T,48F7D0,not,not_10,rax,,1,0,N,,not,C
.text,004009E9,function_1,B30,T,83E0CF,and,and_15,eax,0FFFFFFCFh,1,5,N,,and,C
